word	word_id
言	973
老人	974
若	975
拍摄	976
父母	977
帖	978
额	979
菲律宾	980
公布	981
一年	982
明星	983
笔	984
机	985
未来	986
胖	987
恨	988
建议	989
地震	990
人们	991
医院	992
设计	993
据	994
噢	995
嘴	996
泪	997
醒	998
抽	999
时代	1000
单	1001
赶紧	1002
文化	1003
出去	1004
官	1005
原因	1006
秀	1007
戏	1008
当时	1009
享受	1010
流	1011
丫	1012
女儿	1013
周末	1014
能够	1015
厉害	1016
不知	1017
狂	1018
A	1019
本来	1020
见到	1021
警察	1022
轉	1023
民	1024
考	1025
传	1026
草	1027
城	1028
信息	1029
愿意	1030
使用	1031
试	1032
样子	1033
云	1034
小姐	1035
苹果	1036
刚才	1037
家里	1038
其中	1039
韩国	1040
招	1041
级	1042
破	1043
游戏	1044
狮子	1045
羡慕	1046
小心	1047
恐怖	1048
B	1049
历史	1050
陈	1051
诗	1052
指	1053
真实	1054
4.	1055
样	1056
作品	1057
台湾	1058
礼物	1059
挂	1060
自然	1061
＂	1062
对于	1063
用户	1064
贵	1065
吼	1066
怎样	1067
皮	1068
春	1069
必	1070
名单	1071
最新	1072
时尚	1073
貌似	1074
纠结	1075
年轻	1076
果	1077
获奖	1078
亮	1079
英国	1080
身上	1081
酷	1082
偷	1083
组	1084
正在	1085
以及	1086
------	1087
力量	1088
喊	1089
班	1090
油	1091
集	1092
离开	1093
网上	1094
传说	1095
尽	1096
后面	1097
完美	1098
再次	1099
网站	1100
不能	1101
忘记	1102
微笑	1103
了解	1104
属于	1105
命	1106
动物	1107
提供	1108
宝贝	1109
应	1110
解	1111
超过	1112
病	1113
国际	1114
步	1115
篇	1116
声音	1117
O	1118
雷	1119
树	1120
嫁	1121
史	1122
九	1123
木	1124
现	1125
父	1126
冲	1127
死亡	1128
灰	1129
和谐	1130
不用	1131
---	1132
欣赏	1133
共	1134
过来	1135
说明	1136
飞机	1137
反	1138
演	1139
当年	1140
减肥	1141
們	1142
安	1143
忍	1144
追	1145
會	1146
感情	1147
头发	1148
甜	1149
合	1150
痛苦	1151
50	1152
眼神	1153
导演	1154
一生	1155
朝	1156
秤	1157
改变	1158
价值	1159
相当	1160
梦想	1161
5.	1162
影响	1163
姑娘	1164
能力	1165
人类	1166
现实	1167
房子	1168
产品	1169
发展	1170
烦	1171
咔	1172
货	1173
深圳	1174
解释	1175
哥哥	1176
潮	1177
脑	1178
联系	1179
教育	1180
提	1181
上午	1182
强烈	1183
猜	1184
急	1185
颗	1186
全球	1187
奖品	1188
甚至	1189
吹	1190
宣传	1191
断	1192
绝	1193
心理	1194
高兴	1195
2010	1196
还要	1197
阳光	1198
戴	1199
词	1200
牌	1201
理解	1202
不管	1203
娘	1204
撞	1205
约	1206
菲	1207
味道	1208
奶	1209
存	1210
面对	1211
味	1212
天天	1213
视	1214
等待	1215
无聊	1216
所谓	1217
爱心	1218
中秋	1219
基本	1220
造型	1221
圈	1222
听说	1223
马上	1224
之间	1225
交	1226
试试	1227
念	1228
屁	1229
形象	1230
地铁	1231
救	1232
办法	1233
后来	1234
喂	1235
进入	1236
感受	1237
南	1238
市场	1239
礼	1240
左右	1241
至少	1242
每次	1243
疯狂	1244
化	1245
肥	1246
小时候	1247
秋	1248
客	1249
切	1250
吖	1251
内心	1252
双子	1253
放弃	1254
对方	1255
靓	1256
方法	1257
内容	1258
经济	1259
地址	1260
专家	1261
随机	1262
慢慢	1263
有意思	1264
行动	1265
单身	1266
点击	1267
德	1268
电视	1269
那里	1270
帮助	1271
温暖	1272
打开	1273
官员	1274
兔	1275
仅	1276
正常	1277
珍惜	1278
失去	1279
背	1280
另外	1281
蛮	1282
效果	1283
签名	1284
帮忙	1285
西班牙	1286
微薄	1287
过程	1288
关于	1289
好久	1290
擦	1291
播	1292
爷	1293
80	1294
旅游	1295
醉	1296
野	1297
說	1298
&	1299
整个	1300
多么	1301
错过	1302
压力	1303
伟大	1304
苦	1305
妹	1306
泡	1307
专辑	1308
经历	1309
小孩	1310
同意	1311
舒服	1312
困	1313
寂寞	1314
道理	1315
正式	1316
服	1317
可怕	1318
好吃	1319
呆	1320
舞	1321
茶	1322
服务	1323
一辈子	1324
今	1325
抽取	1326
她们	1327
咁	1328
而已	1329
右	1330
妞	1331
取	1332
理	1333
郁闷	1334
辆	1335
系列	1336
出生	1337
关	1338
熊	1339
浪漫	1340
喷	1341
游	1342
派	1343
带来	1344
介绍	1345
周笔畅	1346
天下	1347
望	1348
那样	1349
送给	1350
完成	1351
表	1352
距	1353
盘	1354
打电话	1355
类	1356
认真	1357
悲剧	1358
部分	1359
十二	1360
6.	1361
推	1362
小朋友	1363
银行	1364
回忆	1365
似	1366
還	1367
某人	1368
极	1369
咬	1370
刀	1371
答案	1372
并且	1373
恶	1374
旁边	1375
呃	1376
依然	1377
朝鲜	1378
不如	1379
签	1380
家庭	1381
象	1382
主人	1383
欲	1384
杂志	1385
专业	1386
承认	1387
人员	1388
刷	1389
艺术	1390
收藏	1391
下次	1392
丢	1393
距离	1394
怀念	1395
足球	1396
觉	1397
心中	1398
丝	1399
关心	1400
根本	1401
包括	1402
且	1403
早安	1404
吻	1405
来说	1406
研究	1407
女性	1408
下面	1409
国内	1410
底	1411
证明	1412
一路	1413
轮	1414
空间	1415
回答	1416
保护	1417
采访	1418
调查	1419
杭州	1420
本人	1421
激动	1422
汗	1423
毕业	1424
回去	1425
青	1426
7.	1427
根	1428
男子	1429
官方	1430
组织	1431
太阳	1432
听到	1433
帝	1434
罗	1435
好玩	1436
理由	1437
卫视	1438
屎	1439
同志	1440
呵	1441
怎	1442
15	1443
不再	1444
控	1445
．	1446
圣	1447
墙	1448
演员	1449
主要	1450
’	1451
7月	1452
简直	1453
纸	1454
悲	1455
品牌	1456
足	1457
一边	1458
旅行	1459
发布	1460
最高	1461
解决	1462
慢	1463
表现	1464
需	1465
缺	1466
亚运	1467
波	1468
遇	1469
蓝	1470
企业	1471
测试	1472
拜	1473
路上	1474
公	1475
清楚	1476
坚强	1477
经	1478
聪明	1479
随	1480
面前	1481
逛	1482
担心	1483
式	1484
‘	1485
商	1486
谢	1487
有关	1488
眼泪	1489
行为	1490
剧	1491
标准	1492
从来	1493
拆	1494
咖啡	1495
烧	1496
村	1497
省	1498
存在	1499
冠军	1500
经过	1501
博客	1502
有的	1503
摸	1504
直	1505
青春	1506
长大	1507
露	1508
舟	1509
捏	1510
妹妹	1511
上网	1512
加入	1513
东	1514
保持	1515
智慧	1516
通	1517
肚子	1518
南京	1519
狠	1520
寒	1521
输	1522
轻	1523
遇难	1524
地球	1525
考试	1526
警方	1527
混	1528
宅	1529
许多	1530
女子	1531
顺便	1532
『	1533
'	1534
责任	1535
赠送	1536
吐	1537
浪	1538
25	1539
医生	1540
上面	1541
』	1542
党	1543
工资	1544
摆	1545
祈祷	1546
脱	1547
牙	1548
运动	1549
惨	1550
购	1551
料	1552
留下	1553
学会	1554
人间	1555
0	1556
恶心	1557
表演	1558
素	1559
药	1560
男生	1561
镜头	1562
动作	1563
成都	1564
MV	1565
最佳	1566
由于	1567
聊	1568
机场	1569
层	1570
呐	1571
英雄	1572
哎呀	1573
尤其	1574
任	1575
不少	1576
古	1577
电	1578
喵	1579
阿根廷	1580
无奈	1581
開	1582
中心	1583
這	1584
一半	1585
神奇	1586
胸	1587
员工	1588
S	1589
无论	1590
十分	1591
重庆	1592
技术	1593
堆	1594
最终	1595
人物	1596
情绪	1597
即使	1598
藏	1599
乃	1600
拖	1601
劲	1602
谱	1603
私信	1604
绿	1605
烂	1606
君	1607
充满	1608
许	1609
考虑	1610
节日	1611
井	1612
压	1613
拍照	1614
偶像	1615
银	1616
富	1617
遭	1618
同样	1619
懂得	1620
雪	1621
有时候	1622
区	1623
同胞	1624
借	1625
麼	1626
股	1627
秒	1628
點	1629
老大	1630
架	1631
庚	1632
之一	1633
爬	1634
查	1635
酒店	1636
汤	1637
人民币	1638
师	1639
思想	1640
残	1641
下班	1642
品	1643
有趣	1644
精	1645
余	1646
8.	1647
易	1648
价格	1649
待	1650
办公室	1651
唯一	1652
善良	1653
性感	1654
状态	1655
战	1656
锅	1657
归	1658
缘	1659
∩	1660
软	1661
事业	1662
不可	1663
第五	1664
练	1665
奥	1666
18	1667
追求	1668
布	1669
平	1670
呗	1671
华	1672
部门	1673
垃圾	1674
」	1675
记住	1676
沒	1677
补	1678
周年	1679
狼	1680
导	1681
北	1682
馆	1683
膜	1684
俗	1685
出门	1686
期间	1687
贱	1688
裸	1689
介	1690
挖	1691
骗	1692
仍	1693
咱们	1694
飘	1695
小学	1696
涨	1697
推出	1698
不然	1699
毒	1700
般	1701
「	1702
话题	1703
希	1704
届	1705
暖	1706
不断	1707
明明	1708
赶	1709
静	1710
功能	1711
事儿	1712
指数	1713
怎么办	1714
感到	1715
13	1716
乖	1717
撒	1718
广	1719
腰	1720
娃	1721
斯	1722
感冒	1723
明显	1724
司机	1725
黑色	1726
勿	1727
踢	1728
通知	1729
咳	1730
兴趣	1731
众	1732
关键	1733
6月	1734
它们	1735
计划	1736
满足	1737
闹	1738
P	1739
哼	1740
物	1741
凉	1742
嫉妒	1743
斤	1744
的确	1745
犯	1746
然	1747
更加	1748
彻底	1749
量	1750
40	1751
主席	1752
造成	1753
环境	1754
美元	1755
纯	1756
身材	1757
喽	1758
此微	1759
导致	1760
颜色	1761
博友	1762
意义	1763
达到	1764
煮	1765
反正	1766
奔	1767
24	1768
胜	1769
操	1770
惊喜	1771
支	1772
前面	1773
猛	1774
课	1775
合作	1776
夏天	1777
如今	1778
相机	1779
巴西	1780
酸	1781
莫	1782
姐妹	1783
盆	1784
速度	1785
闻	1786
流氓	1787
大叔	1788
食物	1789
對	1790
随便	1791
思	1792
观众	1793
心灵	1794
辣	1795
当地	1796
奇	1797
牵	1798
上课	1799
嗡嗡	1800
仲	1801
实现	1802
演出	1803
覆	1804
90	1805
总理	1806
糖	1807
成熟	1808
曝光	1809
過	1810
举行	1811
对不起	1812
逗	1813
实	1814
十年	1815
法国	1816
凤	1817
就要	1818
制作	1819
扑	1820
附近	1821
测	1822
顿	1823
拼	1824
读书	1825
透	1826
伤害	1827
湿	1828
福	1829
害	1830
平安	1831
领	1832
碗	1833
自我	1834
几乎	1835
起床	1836
炒	1837
o	1838
体	1839
上帝	1840
提醒	1841
剩	1842
市	1843
外面	1844
Q	1845
C	1846
败	1847
阿姨	1848
凌晨	1849
時	1850
局	1851
央	1852
剪	1853
臭	1854
佩服	1855
唱歌	1856
佛	1857
----	1858
李刚	1859
拆迁	1860
音	1861
好听	1862
尊重	1863
9.	1864
我家	1865
下载	1866
灵	1867
崩溃	1868
赚	1869
胡	1870
家人	1871
软件	1872
趣	1873
嘅	1874
瞬间	1875
魅力	1876
排名	1877
热情	1878
善	1879
态度	1880
虎	1881
失败	1882
球迷	1883
售	1884
安排	1885
康	1886
16	1887
分别	1888
暗	1889
那天	1890
王力宏	1891
兽	1892
去年	1893
伤心	1894
人人	1895
文章	1896
政治	1897
详情	1898
刘	1899
榜	1900
笑话	1901
昨日	1902
顺利	1903
斗	1904
体验	1905
謝	1906
哪儿	1907
耐	1908
记忆	1909
烟	1910
青年	1911
群众	1912
厕所	1913
放假	1914
有时	1915
為	1916
否则	1917
页	1918
总统	1919
即将	1920
重新	1921
想念	1922
细	1923
蛋糕	1924
想象	1925
无敌	1926
倍	1927
织	1928
麻	1929
大哥	1930
婚	1931
汽车	1932
文字	1933
老百姓	1934
搭	1935
回到	1936
中间	1937
撑	1938
进去	1939
得意	1940
冰	1941
想想	1942
理想	1943
气质	1944
数字	1945
V	1946
处理	1947
创	1948
嫩	1949
成长	1950
嗎	1951
国庆	1952
工	1953
冬天	1954
门口	1955
表达	1956
顺	1957
N	1958
砸	1959
自信	1960
反应	1961
I	1962
方便	1963
初	1964
速	1965
呜呜	1966
震撼	1967
生气	1968
占	1969
留言	1970
角	1971
英	1972
默默	1973
亦	1974
单位	1975
书记	1976
尚	1977
位置	1978
豆	1979
低调	1980
修	1981
人性	1982
受伤	1983
提前	1984
第四	1985
踩	1986
衣	1987
妆	1988
捐	1989
证	1990
屋	1991
14	1992
纪念	1993
夏	1994
石	1995
著	1996
删	1997
完整	1998
主角	1999
紧张	2000
合影	2001
似乎	2002
紧	2003
挤	2004
点儿	2005
饱	2006
年龄	2007
MM	2008
不得不	2009
温柔	2010
散	2011
算是	2012
中文	2013
皮肤	2014
聊天	2015
呦	2016
增加	2017
湖南	2018
发型	2019
广东	2020
麻烦	2021
十一	2022
封面	2023
诶	2024
穷	2025
早晨	2026
好几	2027
妻子	2028
均	2029
奶奶	2030
封	2031
意见	2032
在于	2033
财	2034
犀利	2035
截	2036
漫画	2037
录	2038
星期	2039
轻松	2040
10.	2041
不好意思	2042
叔	2043
歌曲	2044
男孩	2045
埋	2046
躺	2047
方面	2048
性格	2049
互	2050
变态	2051
摔	2052
全世界	2053
主持人	2054
惹	2055
荷兰	2056
根据	2057
背后	2058
赵薇	2059
画面	2060
讨论	2061
批	2062
英语	2063
房价	2064
不仅	2065
目标	2066
幽默	2067
男女	2068
灯	2069
更新	2070
怎么样	2071
保佑	2072
危险	2073
天使	2074
光棍	2075
赶快	2076
时刻	2077
哥们	2078
刺激	2079
弹	2080
风格	2081
夕	2082
守	2083
丈夫	2084
程度	2085
寻找	2086
规则	2087
愁	2088
水平	2089
著名	2090
忍不住	2091
致敬	2092
欧	2093
暴	2094
时光	2095
幕	2096
丑	2097
旧	2098
圖	2099
心疼	2100
仙	2101
替	2102
登	2103
鄙视	2104
艳	2105
做到	2106
偷偷	2107
係	2108
老子	2109
负责	2110
投	2111
比如	2112
勇气	2113
投资	2114
人士	2115
英文	2116
调	2117
移动	2118
22	2119
唐	2120
自杀	2121
记录	2122
折	2123
月饼	2124
照顾	2125
职业	2126
控制	2127
哇哇	2128
为何	2129
明年	2130
范	2131
5月	2132
後	2133
或许	2134
别的	2135
要是	2136
受不了	2137
笑容	2138
头像	2139
项	2140
显示	2141
遗憾	2142
确定	2143
河	2144
塞	2145
搜	2146
嗷嗷	2147
主题	2148
赛	2149
亿	2150
兄	2151
早餐	2152
巴	2153
每日	2154
兔子	2155
事实	2156
愉快	2157
闲	2158
秘密	2159
河南	2160
硬	2161
叶	2162
放心	2163
知识	2164
江	2165
怒	2166
半夜	2167
请问	2168
天空	2169
建	2170
盖	2171
相关	2172
卷	2173
浮云	2174
天堂	2175
铁	2176
意大利	2177
欢乐	2178
枪	2179
想法	2180
海报	2181
娇	2182
人才	2183
是的	2184
编	2185
打算	2186
玉树	2187
威武	2188
白色	2189
答	2190
平时	2191
兴奋	2192
连续	2193
拒绝	2194
多多	2195
岛	2196
大师	2197
歌手	2198
克	2199
竟	2200
鸭梨	2201
大概	2202
屁股	2203
失望	2204
礼品	2205
苏	2206
少女	2207
收入	2208
河蟹	2209
共同	2210
保	2211
堪	2212
普通	2213
版本	2214
X	2215
后悔	2216
论坛	2217
什	2218
零	2219
200	2220
报纸	2221
人气	2222
瑟	2223
杨	2224
境界	2225
取消	2226
等等	2227
观	2228
桥	2229
奇怪	2230
尿	2231
流行	2232
系统	2233
上市	2234
愤怒	2235
获	2236
加班	2237
你好	2238
京	2239
局长	2240
邪恶	2241
好运	2242
丸子	2243
齐	2244
风景	2245
报名	2246
依	2247
立	2248
武汉	2249
截止	2250
熟	2251
近日	2252
21	2253
思考	2254
作业	2255
南非	2256
交流	2257
寄	2258
王子	2259
小说	2260
逝	2261
爷爷	2262
难得	2263
嘎	2264
费	2265
iPad	2266
正确	2267
美食	2268
女友	2269
iPhone	2270
往往	2271
碎	2272
滚	2273
从此	2274
舞台	2275
容	2276
枚	2277
优	2278
歌迷	2279
歪	2280
利	2281
公主	2282
怀疑	2283
街头	2284
給	2285
躲	2286
回头	2287
屏	2288
嫌	2289
员	2290
鸡蛋	2291
扔	2292
戒	2293
红色	2294
港	2295
传统	2296
淫	2297
情侣	2298
夫妻	2299
喇	2300
空调	2301
无数	2302
产生	2303
安息	2304
无限	2305
宣布	2306
杰	2307
较	2308
个性	2309
密	2310
哀悼	2311
教授	2312
镜	2313
内地	2314
邀请	2315
市民	2316
12月	2317
娶	2318
凡	2319
界	2320
庆祝	2321
麦	2322
有效	2323
值	2324
皆	2325
公开	2326
骑	2327
韩庚	2328
分手	2329
欺负	2330
幅	2331
激情	2332
利益	2333
团队	2334
志	2335
加上	2336
案	2337
張	2338
项目	2339
统计	2340
章鱼	2341
排队	2342
無	2343
凭	2344
预测	2345
弱	2346
既然	2347
祈福	2348
JJ	2349
宿舍	2350
付出	2351
ing	2352
地区	2353
集体	2354
作者	2355
脖子	2356
玉	2357
贼	2358
房间	2359
我国	2360
数学	2361
岁月	2362
浪费	2363
熊猫	2364
夫	2365
显	2366
喝酒	2367
退	2368
儿童	2369
虐	2370
懒	2371
演唱	2372
权	2373
雷人	2374
升	2375
不够	2376
挑	2377
百姓	2378
催	2379
假期	2380
勇敢	2381
民族	2382
新加坡	2383
剩下	2384
结局	2385
镇	2386
运	2387
独	2388
发表	2389
差不多	2390
法律	2391
圆	2392
去世	2393
数量	2394
互联网	2395
四川	2396
叔叔	2397
素质	2398
意外	2399
PS	2400
灭	2401
犬	2402
中奖	2403
挑战	2404
板	2405
发布会	2406
民主	2407
天涯	2408
经验	2409
丰富	2410
围	2411
VS	2412
神秘	2413
必要	2414
虫	2415
亚	2416
痴	2417
瞎	2418
脖	2419
告	2420
右边	2421
翻译	2422
宏	2423
大爷	2424
牛奶	2425
主持	2426
1000	2427
餐	2428
钓鱼岛	2429
凤姐	2430
姿	2431
彼此	2432
婚姻	2433
多谢	2434
泥	2435
工作人员	2436
4月	2437
悲哀	2438
受到	2439
500	2440
骄傲	2441
尾	2442
特色	2443
稳	2444
展	2445
射	2446
梁	2447
重点	2448
东方	2449
艺人	2450
诚	2451
1日	2452
艺	2453
无耻	2454
罪	2455
咧	2456
心态	2457
鼓励	2458
com	2459
口味	2460
不幸	2461
以下	2462
亲们	2463
折腾	2464
失	2465
男友	2466
差点	2467
到处	2468
樂	2469
见面	2470
两年	2471
错误	2472
吵	2473
暴力	2474
一刻	2475
兰	2476
晨	2477
奇迹	2478
大战	2479
只好	2480
引起	2481
爱上	2482
题	2483
包子	2484
编辑	2485
行业	2486
销魂	2487
语言	2488
嘉宾	2489
300	2490
堵	2491
没什么	2492
高考	2493
摄影	2494
震	2495
姓	2496
投票	2497
争	2498
持续	2499
烦恼	2500
震惊	2501
感人	2502
梅	2503
利用	2504
执	2505
深刻	2506
购买	2507
闷	2508
决赛	2509
集团	2510
依旧	2511
水果	2512
天上	2513
船	2514
天津	2515
季	2516
变化	2517
